smiles,Amine,Encapsulation_Efficiency_EE<50,Encapsulation_Efficiency_50<=EE<80,Encapsulation_Efficiency_80<EE<=100,Delivery_target,Biodistribution_lymph_nodes,Biodistribution_heart,Biodistribution_liver,Biodistribution_spleen,Biodistribution_lung,Biodistribution_kidney,Biodistribution_muscle,quantified_total_luminescence,quantified_delivery,toxic
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,0,1,body,0.025369932029363,0.00629969301959379,0.0185849502075566,0.0066832926744547,0.0098467312980065,0.0099584886777692,0.923256912093256,0.773367707896157,0.331283788,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,0,1,body,0.0097402624714307,0.00459547921939943,0.0155882894773368,0.0042430161417995,0.0073512525898465,0.0091867524354862,0.949294947664701,0.925634770529548,0.564738125,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,1,0,0,body,0.0307398296858454,0.00502448817507942,0.0144391987292623,0.0047597511471937,0.0073299064595834,0.0086453185668902,0.929061507236145,0.282355212986546,-0.421531658,
O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCCCCC(OCCCCCCCCCCC)=O)CCO,,0,0,1,body,0.0575651939642587,0.00224327504140443,0.293214190330324,0.103801109257072,0.0031659688713468,0.0024340429640507,0.537576219571543,1,0.678754151,0.0
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,,,,,,,,,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,,,,,,,,,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,,,,,,,,,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,,,,,,,,,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,,,,,,,,,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,,,,,,,,,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,0,1,body,0.0412282002133458,0.00282906106065428,0.0100452919302821,0.002946463466341,0.0035555046437446,0.0051003959026819,0.93429508278295,2.31132936702855,2.689271221,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,0.0307672106546614,0.0492440442693678,0.143087600825361,0.0409904333145751,0.0410729694241231,0.0628737572688051,0.631963984243106,0.159668526820479,-0.609633658,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,0.0144382835185698,0.030629687100469,0.0904231657039977,0.0327120644783899,0.0374915496460484,0.0408664371206098,0.753438812431916,0.342029093157046,-0.330040262,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,0,1,body,0.064087583051715,0.00731756531038673,0.0186036957891068,0.0053871458118381,0.0065584586115212,0.0086069303650773,0.889438621060355,2.14638048731397,2.436373249,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,0.0031034956955049,0.00416831577034203,0.0115025538737423,0.0034925028283725,0.0050012654771241,0.0069026024951748,0.965829263859739,3.35844880423818,4.294704269,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,0.000893762533659,0.00183788568066981,0.0054363636464257,0.0019541024807121,0.002258110871934,0.0038353388725088,0.98378443591409,3.24722414573894,4.124175735,
O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCCCCC(OCCCCCCCCCCC)=O)CCO,,0,0,1,body,0.0828383439279835,0.00565653685524585,0.157248489872984,0.0092847952193487,0.0068875209956175,0.0084192126972869,0.729665100431533,1,0.678754151,0.0
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,0.0081807280553547,0.00273349879854757,0.0119346096951512,0.0075308964437597,0.005913677967007,0.0057832910417032,0.957923297998477,0.213428398303373,-0.527209561,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,1,0,0,body,0.0160361616147136,0.00185083446366488,0.0073097350182406,0.0034995655057525,0.0041615315110575,0.0042697510066169,0.962872420879954,0.319359456002154,-0.364797123,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,1,0,0,body,0.0208671125611406,0.0200298903914976,0.0765668274895919,0.0297655881927753,0.0442427715485906,0.0417155046265625,0.766812305189841,0.0431568482237034,-0.788268199,
O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCCCCC(OCCCCCCCCCCC)=O)CCO,,0,0,1,body,0.235642631118293,0.00357683071882224,0.268183756367962,0.0537803810677977,0.0056567696761597,0.0055019188042819,0.427657712246684,1,0.678754151,0.0
OCCN(CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OH,0,0,1,body,0.0004,0.8627,0.0019,0.1335,0.0,0.0008,0.0007,0.33,-0.348483147,0.0
OCCN(CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OH,0,0,1,body,0.0015,0.585,0.0215,0.3856,0.0,0.0046,0.0017,0.09,-0.716448747,0.0
OCCN(CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OH,0,0,1,body,0.0008,0.9399,0.0012,0.0565,0.0,0.0006,0.0009,0.26,-0.455806447,0.0
OCCN(CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OH,0,0,1,body,0.0009,0.8853,0.0021,0.11,0.0,0.0009,0.0008,0.31,-0.379146947,0.0
OCCN(CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OH,0,0,1,body,0.0008,0.7508,0.0048,0.2416,0.0,0.0008,0.0012,0.12,-0.670453047,0.0
OCCN(CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OH,0,0,1,body,0.0003,0.8979,0.0022,0.0985,0.0,0.0005,0.0007,0.45,-0.164500347,0.0
OCCN(CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OH,0,0,1,body,0.0003,0.9061,0.0024,0.0898,0.0,0.0005,0.0009,0.3,-0.394478847,0.0
OCCN(CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OH,0,0,1,body,0.0006,0.8386,0.0028,0.1563,0.0,0.0007,0.0011,0.36,-0.302487447,0.0
OCCN(CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OH,0,0,1,body,0.0011,0.9163,0.0025,0.0784,0.0,0.0008,0.0009,0.24,-0.486470247,0.0
OCCN(CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OH,0,0,1,body,0.0007,0.9622,0.001,0.0349,0.0,0.0005,0.0007,0.91,0.540767052,0.0
OCCN(CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OH,0,1,0,body,0.0013,0.7003,0.009,0.2848,0.0,0.0025,0.0022,0.1,-0.701116847,0.0
OCCN(CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OH,0,0,1,body,0.0006,0.9464,0.0015,0.0496,0.0,0.0011,0.0008,0.56,0.004150552,0.0
OCCN(CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OH,0,0,1,body,0.0006,0.9277,0.0014,0.0684,0.0,0.0008,0.0011,0.44,-0.179832247,0.0
OCCN(CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OH,0,0,1,body,0.0005,0.9807,0.0015,0.0157,0.0,0.0006,0.001,0.46,-0.149168448,0.0
OCCN(CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OH,0,1,0,body,0.0013,0.7257,0.0061,0.2649,0.0,0.0009,0.001,0.13,-0.655121147,0.0
OCCN(CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OH,0,0,1,body,0.0073,0.7768,0.0042,0.1461,0.0,0.0016,0.0639,1.3,1.138711151,0.0
OCCN(CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O)CCCCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OH,0,0,1,body,0.001,0.8647,0.0025,0.1302,0.0,0.0007,0.001,0.25,-0.471138347,0.0
O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCCCCC(OCCCCCCCCCCC)=O)CCO,,0,0,1,body,0.0009,0.9116,0.0018,0.0844,0.0,0.0006,0.0007,1,0.678754151,0.0
O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)CCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DOP,0,0,1,body,0.0013,0.5194,0.0111,0.4632,0.0,0.0029,0.0021,0.5,-0.087840848,0.0
O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)CCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DOP,0,0,1,body,0.0011,0.7685,0.0053,0.2222,0.0,0.0018,0.0011,0.15,-0.624457347,0.0
O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)CCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DOP,0,0,1,body,0.0028,0.4022,0.0101,0.5806,0.0,0.003,0.0014,0.05,-0.777776347,0.0
O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)CCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DOP,0,0,1,body,0.001,0.5862,0.0188,0.3912,0.0,0.0017,0.0012,0.16,-0.609125447,0.0
O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)CCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DOP,0,0,1,body,0.0041,0.5886,0.0211,0.3825,0.0,0.0022,0.0015,0.13,-0.655121147,0.0
O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)CCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DOP,0,0,1,body,0.0017,0.5892,0.0129,0.3913,0.0,0.0033,0.0016,0.05,-0.777776347,0.0
O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)CCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DOP,0,0,1,body,0.0111,0.1796,0.0671,0.7293,0.0,0.0082,0.0048,0.14,-0.639789247,0.0
O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)CCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DOP,0,0,1,body,0.0167,0.2598,0.0289,0.6793,0.0,0.0104,0.0049,0.15,-0.624457347,0.0
O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)CCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DOP,0,0,1,body,0.0042,0.3443,0.0298,0.6172,0.0,0.003,0.0015,0.2,-0.547797847,0.0
O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)CCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DOP,0,0,1,body,0.0067,0.5909,0.0142,0.385,0.0,0.0019,0.0013,0.22,-0.517134047,0.0
O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)CCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DOP,0,0,1,body,0.0122,0.2395,0.0594,0.6818,0.0,0.0044,0.0028,0.08,-0.731780647,0.0
O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)CCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DOP,0,0,1,body,0.0029,0.3338,0.0151,0.6429,0.0,0.0029,0.0024,0.07,-0.747112547,0.0
O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)CCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DOP,0,0,1,body,0.0141,0.3243,0.0592,0.5845,0.0,0.0073,0.0106,0.14,-0.639789247,0.0
O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)CCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DOP,0,0,1,body,0.0064,0.3777,0.0093,0.6006,0.0,0.0034,0.0026,0.1,-0.701116847,0.0
O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)CCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DOP,0,0,1,body,0.0024,0.4642,0.0093,0.5174,0.0,0.0039,0.0028,0.81,0.387448052,0.0
O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)CCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DOP,0,0,1,body,0.033,0.1094,0.0325,0.8115,0.0,0.0056,0.008,0.11,-0.685784947,0.0
O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)CCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCCCN(CCCCN(CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCC(OCCCCCCCC/C=C\C/C=C\CCCCC)=O)CCNC(CCC(NCCC1=CC=C(O)C(O)=C1)=O)=O,DOP,0,0,1,body,0.0087,0.2348,0.011,0.7393,0.0,0.003,0.0033,0.36,-0.302487447,0.0
O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCCCCC(OCCCCCCCCCCC)=O)CCO,,0,0,1,body,0.0019,0.9077,0.0033,0.0818,0.0,0.003,0.0023,1,0.678754151,0.0
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=COC=N1)CC2=COC=N2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OZ,0,0,1,body,0.0542,0.3146,0.0014,0.0378,0.5913,0.0006,0.0001,1.14,0.893400751,0.0
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=COC=N1)CC2=COC=N2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OZ,0,0,1,body,0.03,0.0837,0.002,0.0261,0.8563,0.0013,0.0006,0.78,0.341452352,0.0
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=COC=N1)CC2=COC=N2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OZ,0,0,1,body,0.0156,0.0138,0.0025,0.0104,0.9532,0.0031,0.0014,0.32,-0.363815047,0.0
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=COC=N1)CC2=COC=N2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OZ,1,0,0,body,,,,,,,,,,
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=COC=N1)CC2=COC=N2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OZ,0,1,0,body,0.009,0.0178,0.0017,0.0948,0.8762,0.0003,0.0004,1.05,0.755413651,0.0
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=COC=N1)CC2=COC=N2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OZ,0,0,1,body,0.0343,0.1697,0.0013,0.027,0.7666,0.0009,0.0003,0.46,-0.149168448,0.0
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=COC=N1)CC2=COC=N2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OZ,0,1,0,body,,,,,,,,,,0.0
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=COC=N1)CC2=COC=N2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OZ,0,0,1,body,0.0128,0.028,0.0006,0.0208,0.9378,0.0,0.0,0.93,0.571430852,0.0
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=COC=N1)CC2=COC=N2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OZ,0,0,1,body,0.0635,0.2019,0.0009,0.083,0.6502,0.0003,0.0002,1.5,1.445349151,0.0
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=COC=N1)CC2=COC=N2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OZ,0,0,1,body,0.011,0.3972,0.0016,0.0536,0.5352,0.0009,0.0005,1.45,1.368689651,0.0
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=COC=N1)CC2=COC=N2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OZ,0,1,0,body,,,,,,,,,,0.0
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=COC=N1)CC2=COC=N2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OZ,0,1,0,body,0.0165,0.0427,0.0035,0.0616,0.8728,0.0028,0.0,0.42,-0.210496047,0.0
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=COC=N1)CC2=COC=N2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OZ,0,1,0,body,0.0246,0.1245,0.0015,0.0895,0.7576,0.0023,0.0,0.44,-0.179832247,0.0
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=COC=N1)CC2=COC=N2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OZ,0,0,1,body,0.006,0.0205,0.0008,0.0177,0.9538,0.0,0.0012,0.44,-0.179832247,0.0
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=COC=N1)CC2=COC=N2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OZ,0,0,1,body,0.073,0.0373,0.0,0.0149,0.8748,0.0,0.0,1.01,0.694086051,0.0
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=COC=N1)CC2=COC=N2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OZ,0,0,1,body,0.0145,0.1165,0.0007,0.019,0.8477,0.0011,0.0004,1.94,2.11995275,0.0
O=C(OCCCCCCCC)CCN(CCC(OCCCCCCCC)=O)CCCCN(CCN(CC1=COC=N1)CC2=COC=N2)CCCCN(CCC(OCCCCCCCC)=O)CCC(OCCCCCCCC)=O,OZ,0,0,1,body,0.0343,0.1697,0.0013,0.027,0.7666,0.0009,0.0003,1.9,2.05862515,0.0
O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCCCCC(OCCCCCCCCCCC)=O)CCO,,0,0,1,body,0.0455,0.324,0.0011,0.073,0.5551,0.0012,0.0,1,0.678754151,0.0
O=C(OCCCCCCCCCCCC)CCN(CCC(OCCCCCCCCCCCC)=O)CCCCCCN(CCCCCCN(CCC(OCCCCCCCCCCCC)=O)CCC(OCCCCCCCCCCCC)=O)CCN1CCOCC1,ML,0,0,1,body,0.0253701689981931,0.00985209592098701,0.307949537646453,0.622300893638244,0.0174680522283724,0.0170592515677505,,4.91863980059058eNaN05,-0.854360435,
O=C(OCCCCCCCCCCCC)CCN(CCC(OCCCCCCCCCCCC)=O)CCCCCCN(CCCCCCN(CCC(OCCCCCCCCCCCC)=O)CCC(OCCCCCCCCCCCC)=O)CCCN1CCOCC1,ML,0,0,1,body,0.0089476357008152,0.00182903773179144,0.430416319953847,0.549730482792046,0.007578868566133,0.0014976552553668,,0.00195320598425327,-0.851441211,
